CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-1999-0107,https://www.cvedetails.com/cve/CVE-1999-0107,1997-12-30,2008-09-09,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service"", ""Overflow""]",,"{""Http Server"": [""0.8.11"", ""0.8.14"", ""1.0"", ""1.0.2"", ""1.0.3"", ""1.0.5"", ""1.1"", ""1.1.1"", ""1.2.5""]}",,"""[\""23064\""]""",,,,,,,
CVE-2000-0759,https://www.cvedetails.com/cve/CVE-2000-0759,2000-10-20,2008-09-05,6.4,Partial,Partial,None,Low,Not required,None,,,,,,,,,,,,
CVE-2000-0760,https://www.cvedetails.com/cve/CVE-2000-0760,2000-10-20,2008-09-05,6.4,Partial,Partial,None,Low,Not required,None,,,,,,,,,,,,
CVE-1999-0289,https://www.cvedetails.com/cve/CVE-1999-0289,1999-12-12,2008-09-05,5.0,Partial,None,None,Low,Not required,None,,,"{""Http Server"": []}",,,,,,,,,
CVE-2004-1387,https://www.cvedetails.com/cve/CVE-2004-1387,2004-12-31,2018-10-03,2.1,None,Partial,None,Low,Not required,None,,,"{""Http Server"": [""1.3.31""]}",,,,,,,,,
CVE-2006-4154,https://www.cvedetails.com/cve/CVE-2006-4154,2006-10-16,2017-07-19,6.8,Partial,Partial,Partial,Medium,Not required,User,"[""Execute Code""]",,"{""Http Server"": [""2.0"", ""2.0.9"", ""2.0.28"", ""2.0.32"", ""2.0.34"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45"", ""2.0.46"", ""2.0.47"", ""2.0.48"", ""2.0.49"", ""2.0.50"", ""2.0.51"", ""2.0.52"", ""2.0.53"", ""2.0.54"", ""2.0.55"", ""2.0.56"", ""2.0.57"", ""2.0.58"", ""2.1"", ""2.1.1"", ""2.1.2"", ""2.1.3"", ""2.1.4"", ""2.1.5"", ""2.1.6"", ""2.2"", ""2.2.1"", ""2.2.2"", ""2.2.3""]}",,,,,,,,,
CVE-2005-0088,https://www.cvedetails.com/cve/CVE-2005-0088,2005-05-02,2018-10-19,7.5,Partial,Partial,Partial,Low,Not required,User,,,,,,,,,,,,
CVE-2005-1266,https://www.cvedetails.com/cve/CVE-2005-1266,2005-06-15,2017-10-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,,,,,,,,,,
CVE-2010-0425,https://www.cvedetails.com/cve/CVE-2010-0425,2010-03-05,2018-10-30,10.0,Complete,Complete,Complete,Low,Not required,None,"[""Execute Code""]",,"{""Http Server"": [""2.0.9"", ""2.0.28"", ""2.0.32"", ""2.0.34"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45"", ""2.0.46"", ""2.0.47"", ""2.0.48"", ""2.0.49"", ""2.0.50"", ""2.0.51"", ""2.0.52"", ""2.0.53"", ""2.0.54"", ""2.0.55"", ""2.0.56"", ""2.0.57"", ""2.0.58"", ""2.0.59"", ""2.0.60"", ""2.0.61"", ""2.0.63"", ""2.2.0"", ""2.2.1"", ""2.2.2"", ""2.2.3"", ""2.2.4"", ""2.2.6"", ""2.2.7"", ""2.2.8"", ""2.2.9"", ""2.2.10"", ""2.2.11"", ""2.2.12"", ""2.2.13"", ""2.2.14"", ""2.3.0"", ""2.3.1"", ""2.3.2"", ""2.3.3"", ""2.3.4"", ""2.3.5"", ""2.3.6""]}",,,"[""https://httpd.apache.org/security/vulnerabilities_20.html"", ""https://httpd.apache.org/security/vulnerabilities_22.html""]","[""APACHE-2.0"", ""APACHE-2.2""]",,,,"[""https://svn.apache.org/viewvc?view=revision&revision=917870"", ""https://svn.apache.org/viewvc/httpd/httpd/trunk/CHANGES?r1=917870&r2=917869&pathrev=917870"", ""https://svn.apache.org/viewvc/httpd/httpd/trunk/modules/arch/win32/mod_isapi.c?r1=917870&r2=917869&pathrev=917870""]","[""917870"", ""917870"", ""917870""]"
CVE-2010-0434,https://www.cvedetails.com/cve/CVE-2010-0434,2010-03-05,2018-10-30,4.3,Partial,None,None,Medium,Not required,None,"[""Obtain Information""]",200,"{""Http Server"": [""2.2"", ""2.2.0"", ""2.2.1"", ""2.2.2"", ""2.2.3"", ""2.2.4"", ""2.2.6"", ""2.2.8"", ""2.2.9"", ""2.2.11"", ""2.2.12"", ""2.2.13"", ""2.2.14""]}","[""https://issues.apache.org/bugzilla/show_bug.cgi?id=48359""]","[""48359""]","[""https://httpd.apache.org/security/vulnerabilities_22.html""]","[""APACHE-2.2""]",,,,"[""https://svn.apache.org/viewvc?view=revision&revision=918427"", ""https://svn.apache.org/viewvc/httpd/httpd/branches/2.2.x/server/protocol.c?r1=917617&r2=917867&pathrev=917867&diff_format=h"", ""https://svn.apache.org/viewvc?view=revision&revision=917867""]","[""918427"", ""917867"", ""917867""]"
CVE-2010-2791,https://www.cvedetails.com/cve/CVE-2010-2791,2010-08-05,2017-08-16,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",200,"{""Http Server"": [""2.2.9""]}",,,,,,,,,
CVE-2010-2103,https://www.cvedetails.com/cve/CVE-2010-2103,2010-05-27,2018-10-10,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,,,,,,,,,,
