CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2002-0594,https://www.cvedetails.com/cve/CVE-2002-0594,2002-06-18,2008-09-05,5.0,Partial,None,None,Low,Not required,None,,,"{""Mozilla"": [""0.9.9"", ""1.0""]}",,,,,,,,,
CVE-2002-0810,https://www.cvedetails.com/cve/CVE-2002-0810,2002-08-12,2008-09-05,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",,"{""Bugzilla"": [""2.14"", ""2.14.1"", ""2.16""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=92263""]","[""92263""]",,,,,,,
CVE-2003-0153,https://www.cvedetails.com/cve/CVE-2003-0153,2003-04-02,2017-07-10,5.0,Partial,None,None,Low,Not required,None,,,"{""Bonsai"": [""1.3""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=187230""]","[""187230""]",,,,,,,
CVE-2002-1308,https://www.cvedetails.com/cve/CVE-2002-1308,2002-11-29,2017-10-09,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Execute Code"", ""Overflow""]",,"{""Mozilla"": [""0.9.6"", ""0.9.7"", ""0.9.8"", ""0.9.9"", ""1.0"", ""1.0.1"", ""1.1""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=157646""]","[""157646""]",,,,,,,
CVE-2005-2703,https://www.cvedetails.com/cve/CVE-2005-2703,2005-09-23,2017-10-10,5.0,None,Partial,None,Low,Not required,None,,94,"{""Firefox"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6""], ""Mozilla Suite"": [""1.7.6"", ""1.7.7"", ""1.7.8"", ""1.7.10"", ""1.7.11""]}",,,"[""https://www.mozilla.org/security/announce/mfsa2005-58.html""]","[""MFSA-2005-58""]","{""MFSA-2005-58"": {""Announced"": ""2005-09-22"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1.0.7"", ""Mozilla Suite 1.7.12""]}}",,,,
CVE-2005-1154,https://www.cvedetails.com/cve/CVE-2005-1154,2005-05-02,2017-10-10,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Cross Site Scripting""]",,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2""], ""Mozilla"": [""1.3"", ""1.4"", ""1.4.1"", ""1.5"", ""1.5.1"", ""1.6"", ""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3"", ""1.7.5"", ""1.7.6""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=289675""]","[""289675""]","[""https://www.mozilla.org/security/announce/mfsa2005-36.html""]","[""MFSA-2005-36""]","{""MFSA-2005-36"": {""Announced"": ""2005-04-15"", ""Reporter"": ""shutdown"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1.0.3"", ""Mozilla Suite 1.7.7""]}}",,,,
CVE-2005-2266,https://www.cvedetails.com/cve/CVE-2005-2266,2005-07-13,2017-10-10,5.0,Partial,None,None,Low,Not required,None,,,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4""], ""Mozilla"": [""1.3"", ""1.4"", ""1.4.1"", ""1.5"", ""1.5.1"", ""1.6"", ""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3"", ""1.7.5"", ""1.7.6"", ""1.7.7"", ""1.7.8""]}",,,"[""https://www.mozilla.org/security/announce/mfsa2005-52.html""]","[""MFSA-2005-52""]","{""MFSA-2005-52"": {""Announced"": ""2005-07-12"", ""Reporter"": ""Andreas Sandblad (Secunia)"", ""Impact"": ""Moderate"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1.0.5"", ""Mozilla Suite 1.7.10""]}}",,,,
CVE-2005-1153,https://www.cvedetails.com/cve/CVE-2005-1153,2005-05-02,2017-10-10,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Execute Code""]",,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2""], ""Mozilla"": [""1.3"", ""1.4"", ""1.4.1"", ""1.5"", ""1.5.1"", ""1.6"", ""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3"", ""1.7.5"", ""1.7.6""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=289204""]","[""289204""]","[""https://www.mozilla.org/security/announce/mfsa2005-35.html""]","[""MFSA-2005-35""]","{""MFSA-2005-35"": {""Announced"": ""2005-04-15"", ""Reporter"": ""Doron Rosenberg"", ""Impact"": ""Moderate"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1.0.3"", ""Mozilla Suite 1.7.7""]}}",,,,
CVE-2006-6507,https://www.cvedetails.com/cve/CVE-2006-6507,2006-12-19,2008-09-05,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting"", ""Bypass a restriction or similar""]",,"{""Firefox"": [""2.0""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-76.html""]","[""MFSA-2006-76""]","{""MFSA-2006-76"": {""Announced"": ""2006-12-19"", ""Reporter"": ""moz_bug_r_a4"", ""Impact"": ""High"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 2.0.0.1""]}}",,,,
CVE-2006-4567,https://www.cvedetails.com/cve/CVE-2006-4567,2006-09-15,2018-10-17,2.6,None,Partial,None,High,Not required,None,,,"{""Firefox"": [""1.5.0.6""], ""Thunderbird"": [""1.5.0.6""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-58.html""]","[""MFSA-2006-58""]","{""MFSA-2006-58"": {""Announced"": ""2006-09-14"", ""Reporter"": ""Jon Oberheide"", ""Impact"": ""Moderate"", ""Products"": [""Firefox"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.7"", ""Thunderbird 1.5.0.7""]}}",,,,
