CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2002-2437,https://www.cvedetails.com/cve/CVE-2002-2437,2011-12-07,2012-03-08,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",264,"{""Firefox"": [""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3"", ""3.0.4"", ""3.0.5"", ""3.0.6"", ""3.0.7"", ""3.0.8"", ""3.0.9"", ""3.0.10"", ""3.0.11"", ""3.0.12"", ""3.0.13"", ""3.0.14"", ""3.0.15"", ""3.0.16"", ""3.0.17"", ""3.5"", ""3.5.1"", ""3.5.2"", ""3.5.3"", ""3.5.4"", ""3.5.5"", ""3.5.6"", ""3.5.7"", ""3.5.8"", ""3.5.9"", ""3.5.10"", ""3.5.11"", ""3.5.12"", ""3.5.13"", ""3.5.14"", ""3.5.15"", ""3.6"", ""3.6.1"", ""3.6.2"", ""3.6.3"", ""3.6.4"", ""3.6.6"", ""3.6.7"", ""3.6.8"", ""3.6.9"", ""3.6.10"", ""3.6.11"", ""3.6.12"", ""3.6.13"", ""3.6.14"", ""3.6.15"", ""3.6.16"", ""3.6.17"", ""3.6.18"", ""3.6.19"", ""3.6.20"", ""3.6.21"", ""3.6.22"", ""3.6.23"", ""3.6.24""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.0.9"", ""1.1"", ""1.1.1"", ""1.1.2"", ""1.1.3"", ""1.1.4"", ""1.1.5"", ""1.1.6"", ""1.1.7"", ""1.1.8"", ""1.1.9"", ""1.1.10"", ""1.1.11"", ""1.1.12"", ""1.1.13"", ""1.1.14"", ""1.1.15"", ""1.1.16"", ""1.1.17"", ""1.1.18"", ""1.1.19"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""2.0"", ""2.0a1"", ""2.0.1"", ""2.0.2"", ""2.0.3"", ""2.0.4"", ""2.0.5"", ""2.0.6"", ""2.0.7"", ""2.0.8"", ""2.0.9"", ""2.0.10"", ""2.0.11"", ""2.0.12"", ""2.0.13"", ""2.0.14"", ""2.1""], ""Thunderbird"": [""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3"", ""3.0.4"", ""3.0.5"", ""3.0.6"", ""3.0.7"", ""3.0.8"", ""3.0.9"", ""3.0.10"", ""3.0.11"", ""3.1"", ""3.1.1"", ""3.1.2"", ""3.1.3"", ""3.1.4"", ""3.1.5"", ""3.1.6"", ""3.1.7"", ""3.1.8"", ""3.1.9"", ""3.1.10"", ""3.1.11"", ""3.1.12"", ""3.1.13"", ""3.1.14"", ""3.1.15"", ""3.1.16""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=147777""]","[""147777""]",,,,,,,
CVE-2002-2013,https://www.cvedetails.com/cve/CVE-2002-2013,2002-12-31,2008-09-05,5.0,Partial,None,None,Low,Not required,None,,,"{""Mozilla"": [""0.9.2"", ""0.9.2.1"", ""0.9.3"", ""0.9.4"", ""0.9.4.1"", ""0.9.5"", ""0.9.6""]}",,,,,,,,,
CVE-2001-1401,https://www.cvedetails.com/cve/CVE-2001-1401,2001-09-10,2016-10-17,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Bypass a restriction or similar""]",,"{""Bugzilla"": [""2.4"", ""2.6"", ""2.8"", ""2.10"", ""2.12"", ""2.14""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=82781"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=70189"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=39533"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=39531"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=39527"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=39526"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=39524""]","[""82781"", ""70189"", ""39533"", ""39531"", ""39527"", ""39526"", ""39524""]",,,,,,,
CVE-2002-0810,https://www.cvedetails.com/cve/CVE-2002-0810,2002-08-12,2008-09-05,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",,"{""Bugzilla"": [""2.14"", ""2.14.1"", ""2.16""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=92263""]","[""92263""]",,,,,,,
CVE-2002-2314,https://www.cvedetails.com/cve/CVE-2002-2314,2002-12-31,2008-09-05,5.0,Partial,None,None,Low,Not required,None,,20,"{""Mozilla"": [""1.0""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=152725""]","[""152725""]",,,,,,,
CVE-2003-0153,https://www.cvedetails.com/cve/CVE-2003-0153,2003-04-02,2017-07-10,5.0,Partial,None,None,Low,Not required,None,,,"{""Bonsai"": [""1.3""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=187230""]","[""187230""]",,,,,,,
CVE-2004-2228,https://www.cvedetails.com/cve/CVE-2004-2228,2004-12-31,2017-07-10,7.2,Complete,Complete,Complete,Low,Not required,Admin,"[""Gain privileges""]",,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1""]}",,,,,,,,,
CVE-2005-0141,https://www.cvedetails.com/cve/CVE-2005-0141,2005-05-02,2017-10-10,2.6,Partial,None,None,High,Not required,None,,,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3""], ""Mozilla"": [""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=249332""]","[""249332""]","[""https://www.mozilla.org/security/announce/mfsa2005-01.html""]","[""MFSA-2005-01""]","{""MFSA-2005-01"": {""Announced"": ""2005-01-21"", ""Reporter"": ""Jesse Ruderman"", ""Impact"": ""Low"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1"", ""Mozilla Suite 1.7.5""]}}",,,,
CVE-2005-0587,https://www.cvedetails.com/cve/CVE-2005-0587,2005-03-25,2017-10-10,2.6,None,Partial,None,High,Not required,None,,,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0""], ""Mozilla"": [""1.3"", ""1.4"", ""1.4.1"", ""1.5"", ""1.5.1"", ""1.6"", ""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3"", ""1.7.5""]}",,,"[""https://www.mozilla.org/security/announce/mfsa2005-21.html""]","[""MFSA-2005-21""]","{""MFSA-2005-21"": {""Announced"": ""2005-02-24"", ""Reporter"": ""Masayuki Nakano"", ""Risk"": ""Low"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""Mozilla Suite"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.0.1"", ""Mozilla Suite 1.7.6"", ""Thunderbird 1.0.2""]}}",,,,
CVE-2004-1635,https://www.cvedetails.com/cve/CVE-2004-1635,2004-10-24,2017-07-10,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",,"{""Bugzilla"": [""2.4"", ""2.6"", ""2.8"", ""2.10"", ""2.12"", ""2.14"", ""2.14.1"", ""2.14.2"", ""2.14.3"", ""2.14.4"", ""2.14.5"", ""2.16"", ""2.16.1"", ""2.16.2"", ""2.16.3"", ""2.16.4"", ""2.16.5"", ""2.17"", ""2.17.1"", ""2.17.3"", ""2.17.4"", ""2.17.5"", ""2.17.6"", ""2.17.7"", ""2.18""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=253544"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=250605""]","[""253544"", ""250605""]",,,,,,,
